item,title,description,img_url,product_url,latitude,longitude,price,delivery,dates,extended_attributes,seller_names
m2220759250,Bronica Zenza SQ-B camera met toebehoren,Complete bronica zenza sq-b 6x6 reflex camera met 80 mm f2.8 Lens in nieuwstaat! Nog nooit gebruikt. Camera gaat samen met de sq-a,https://images.marktplaats.com/api/v1/listing-mp-p/images/be/be77b229-cdd8-482b-959b-bbc5ba7286ab?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220759250,52.208909458404,5.1665575177063,800.0,Ophalen,Vandaag,Ophalen,Arnica
m2220766788,mamiya 645 1000S,"Mamiya 645 1000s 45mm lens 1:2,8 sekor 80mm lens 1:2,8 sekor 150mm lens 1:4 sekor prisma zoeker met werkende belichtings meter wai",https://images.marktplaats.com/api/v1/listing-mp-p/images/96/96f8f788-0bb9-40cb-8030-19580583161e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220766788,52.169778706505,5.3499291337099,400.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Peter
m2220763068,Asahi Pentax,De asahi pentax is een 35mm camera van asahi optica. Hij werd geleverd met de super takumar 55mm f/2. De camera werd geproduceerd ,https://images.marktplaats.com/api/v1/listing-mp-p/images/55/55b561d0-43fa-4369-aff1-625ecc1713b8?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220763068,52.654648010885,4.8198441960289,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,noord
m2220759330,Nikon F-801 body,"In zeer goede staat. F4 techniek in een ""eenvoudiger verpakking"". Hij werkt op 4x een aa batterij.",https://images.marktplaats.com/api/v1/listing-mp-p/images/e7/e7d11727-e19b-4b81-987b-cf775d42cf0d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220759330,52.654648010885,4.8198441960289,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,noord
m2220763733,Diverse Nikon,"2x nikkormat slr body 1x zoom nikkor 1:4,5 f50 tot f300 (goede staat!) 3X nikkor f50 1:2 waarvan 1 top conditie 1x nikkor 135 1:3.",https://images.marktplaats.com/api/v1/listing-mp-p/images/91/914e4be6-c2fd-4ecf-82fa-8bdef174a5b1?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220763733,52.451204663103,4.7732626134119,200.0,Verzenden,Vandaag,Verzenden,arjen
m2196048988,canon eos 700 met lens en riem,Canon eos 700 met orginele 35-80mm lens in pefecte staat.,https://images.marktplaats.com/api/v1/listing-mp-p/images/fa/fa42d752-62a3-43e6-8cdb-d3a38ae25dd7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2196048988,51.473013514042,3.8154289846009,25.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,studiobeam
m2206742841,Canon eos 500 met 38-76,In goede werkende staat verkeerende camera met objectief ogineel canon,https://images.marktplaats.com/api/v1/listing-mp-p/images/ae/ae30b580-0b23-4216-a7b1-469adcd44323?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2206742841,51.473013514042,3.8154289846009,25.0,Verzenden,Vandaag,Verzenden,studiobeam
m2220766576,Canon spiegelreflex camera/lens,"Canon 40d gebruikt incl oplader en batterijen canon 1000d gebruikt incl batterij lens 28-135mm f3,5-6.0 Cameratas hama alles mag s",https://images.marktplaats.com/api/v1/listing-mp-p/images/a2/a2fbb074-9426-49c6-9ffb-2a81964afaf5?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220766576,52.598002363072,6.379262871251,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,K.Jansen
m2220732437,Yashica MIII,Fully working - just not using as much compared to my others will include strap if asking price is paid excellent condition and co,https://images.marktplaats.com/api/v1/listing-mp-p/images/b6/b66a7ddc-56ab-4056-9b4d-b7eef716834f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220732437,52.388768525637,4.8765492434266,70.0,Ophalen,Vandaag,Ophalen,Rol
m2220717777,Bronica ETRS met Zenzanon MC 75mm F/2.8,Bronica etrs met zenzanon mc 75mm f/2.8 Goed werkende 6x4.5 Middenformaat camera. Electronica en sluitertijden lopen goed. Camera ,https://images.marktplaats.com/api/v1/listing-mp-p/images/05/05db6361-8205-481f-b1db-5690e2e06a52?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220717777,51.372026812735,6.1703089535393,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Glen
m2220725610,Pentax ME met 50 mm lens,In werkende staat,https://images.marktplaats.com/api/v1/listing-mp-p/images/a0/a01f0ea1-05f2-47a8-81fc-a36a0a4ceaa6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220725610,52.087888948585,4.8659545337132,50.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Harald
m2220727334,Pentax fototoestel Zoom 70X,Retro fototoestel werkt nog.,https://images.marktplaats.com/api/v1/listing-mp-p/images/af/af2eb227-2bf0-44aa-80db-ebdcf49de5fd?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220727334,51.844162810367,4.9650305524874,0.0,Ophalen,Vandaag,Ophalen,Jelle
m2220718472,Nikon F80 met lens,"Goede staat, inc. Lens en draagband.",https://images.marktplaats.com/api/v1/listing-mp-p/images/ac/ac339bad-5c77-496f-8685-070888f42a6b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220718472,52.372671126294,4.9042972744541,95.0,Verzenden,Vandaag,Verzenden,Smo
m2220725476,Canon EOS 300/300qd,"Analoge spiegelreflexcamera, met alle toebehoren: body, 28-200 zoomlens, flitser, cameratas, boekjes, batterijen en zelfs nog een ",https://images.marktplaats.com/api/v1/listing-mp-p/images/1d/1de20c1a-0e1c-4e2d-b0bb-5736c440b8f4?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220725476,52.386459871121,4.6423853622356,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Laura
m2220742798,Canon AE 1 analoge camera met extra sigma zoomlens 75-225 mm,Set met camera canon ae 1 met lens fd 35-70 mm 1:4 sigma one touch zoomlens f = 75-250 mm canon opwerkingen a braun staafflitser i,https://images.marktplaats.com/api/v1/listing-mp-p/images/cb/cb22b8b3-0f43-4206-a4c8-c7512b3d463f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220742798,53.100073079728,6.1156303592994,0.0,Ophalen,Vandaag,Ophalen,fokkema
m2220742286,2x canon ixus analoog aps,Toestellen lang niet gebruikt dus geen batterijen of rolletjes. Kan de werking dus ook niet controleren. Beschikbaarheid aps rolle,https://images.marktplaats.com/api/v1/listing-mp-p/images/4c/4c5e5c88-c05b-4f46-b5d3-82ef496311a6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220742286,53.21624261804,6.5461614937313,25.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Niek
m2220718744,Canon prima 5 analoge camera,"Maakt foto,s maar rolletje draait niet mee.iets voor verzamelaar of techneut ik verzend niet enkel iphalen . Kijk ook mijn andere ",https://images.marktplaats.com/api/v1/listing-mp-p/images/2d/2d5f178d-d9df-4d4a-8ade-6f7204d0c3ca?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220718744,51.886321383131,4.5566161354791,0.0,Ophalen,Vandaag,Ophalen,Jacky
m2220733236,Canon EOS 500 N met lens en tas,Analoge canon eos 500 n body met canon efs 18-55 mm lens en lowepro camera tas .,https://images.marktplaats.com/api/v1/listing-mp-p/images/ef/ef20cdd3-9e6a-4094-99f2-a69876ae4c13?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220733236,52.223481703477,4.8649528910881,55.0,Ophalen,Vandaag,Ophalen,Harry
m2220712042,Hasselblad 500c,"Hasselblad 500c spreekt voor zichzelf een hele fijne camera, maar helaas gebruik ik hem niet meer.",https://images.marktplaats.com/api/v1/listing-mp-p/images/18/18994e19-895b-4f4c-80d5-000d76595657?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220712042,52.033349536365,4.1820403570529,950.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Ellie Zand
m2220704870,Pentax Espio 738,"Een van de laatste analoge camera’s van pentax, die befaamd zijn voor hun lens coatings. Vaste prijs, laagbieders worden genegeerd",https://images.marktplaats.com/api/v1/listing-mp-p/images/ea/ea6c5f16-1599-4171-8ecd-a90e1e55b3f0?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220704870,52.236917229735,5.990070214576,50.0,Verzenden,Vandaag,Verzenden,Piet
m2220703899,Pentax Zoom 70-X,Mooi chunky retro design met de befaamde lens coating van pentax uiteraard met als bonus een hele fijne originele strap. Vaste pri,https://images.marktplaats.com/api/v1/listing-mp-p/images/f4/f4590b52-62d4-49a8-91e2-b4c9033d2124?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220703899,52.236917229735,5.990070214576,60.0,Verzenden,Vandaag,Verzenden,Piet
m2220700464,Canon EOS 500n + Canon 28-80 F3.5-5.6,"Hierbij bied ik een canon eos 500n met passende canon 28-80 f3.5-5.6 Aan.  Recent werkend getest, bij ophalen te testen indien gew",https://images.marktplaats.com/api/v1/listing-mp-p/images/fb/fb851de4-bccb-49ec-9834-9338be58c81e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220700464,52.265030090837,6.8071585760913,30.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Bram_Jacobs
m2220702765,Canon EOS 500n + Canon 28-70 f3.5-4.5 II,"Hierbij bied ik een canon eos 500n en canon 28-70 f3.5-4.5 Ii aan recent werkend getest, bij ophalen te testen indien gewenst. Let",https://images.marktplaats.com/api/v1/listing-mp-p/images/53/5357c050-e1e9-4020-b7e4-137935cb182a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220702765,52.265030090837,6.8071585760913,35.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Bram_Jacobs
m2163334947,Hasselblad 503CW body in originele doos,"Zeer fraaie hasselblad 503cw body , heeft cla gehad. Getest en perfect werkend. Foto's 9 en 10 zijn overbelicht, om de vernieu",https://images.marktplaats.com/api/v1/listing-mp-p/images/2a/2af339f1-6dba-49ca-9d88-f2d883401b3f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2163334947,52.541880754035,5.7130421887332,2199.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Wilco Jansen
m2220680393,Polaroid cassette voor Mamiya,"Polaroid cassette voor mamiya, ziet er nog netjes uit, geen vieze rollen etc. Met opbergtasje. Voor de professional. Ophalen in am",https://images.marktplaats.com/api/v1/listing-mp-p/images/29/29f923c9-c587-4902-a2bb-04a75e183c8a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220680393,52.371417984851,4.9423130982013,45.0,Ophalen,Vandaag,Ophalen,Fotocam
m2220680011,Vintage rollei 35,Goede conditie.,https://images.marktplaats.com/api/v1/listing-mp-p/images/cf/cfae9c59-ab0c-476e-958c-070b97cc8df4?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220680011,51.472926991323,5.4750354074346,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Paul
m2220689039,Nikon F Apollo met  eye level finder,"Nikon f apollo met eye level finder. Tijden lopen goed ook de lange, ziet er voor z'n leeftijd nog mooi uit. Ophalen heeft de ",https://images.marktplaats.com/api/v1/listing-mp-p/images/3d/3d18f851-7748-47b0-ba85-298970ff0d09?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220689039,53.401518730648,6.6122895286791,0.0,Ophalen,Vandaag,Ophalen,Jaap
m2220686984,Canon EOS 300 analoge camera,Canon eos 300 analoge camera incl. Lens door over te gaan op digitaal is deze overbodig voor mij. Perfect in orde. Incl. Draagtas ,https://images.marktplaats.com/api/v1/listing-mp-p/images/fa/fa99c1a8-387c-4880-906a-365132994850?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220686984,50.843149758729,5.6473166918896,45.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Rene
m2220693935,Canon T70 + 35-70 f3.5-4.5,Hierbij bied ik een canon t70 aan met een passende canon nfd 35-70 f3.5-4.5 Aan.  Recent getest. Indien nodig is testen ook mogeli,https://images.marktplaats.com/api/v1/listing-mp-p/images/13/13ccf607-f459-47c9-9aa4-7d1d731c130a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220693935,52.265030090837,6.8071585760913,35.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Bram_Jacobs
m2220693652,Ihagee Dresden balg voor Exakta camera's,Ihagee dresden balg voor exakta camera's marktplaats deze balg is voor analoge camera's,https://images.marktplaats.com/api/v1/listing-mp-p/images/62/623c4cb3-a552-47cb-8c22-cf427970fc76?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220693652,51.945419958405,5.9226389732545,95.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,vriedeo
m2220672516,Bronica sq-b,Complete set met dubbele achterwand 80mm f2.8 Lens 40mm f4.0 Groothoeklens is niet 100% en krijg je er gratis bij. (Los contactje),https://images.marktplaats.com/api/v1/listing-mp-p/images/bb/bb7e0bae-250e-4730-8f52-7a2e33e6966d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220672516,53.335810498895,6.5839975849845,300.0,Ophalen,Vandaag,Ophalen,Heemstra
m2220662596,Pentax ME super,Te koop pentax me super camera met asahi lens smc pentax-m 1:1.7 50Mm met pallas 49mm uv kapje. In 2013 gekregen van mijn opa als ,https://images.marktplaats.com/api/v1/listing-mp-p/images/fd/fd027410-1b68-460f-89f9-71813221d251?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220662596,52.294717880065,5.9750117119296,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,maxime
m2220652550,Pentax Espio 140 in topstaat!,"Prachtige, goedwerkende camera.",https://images.marktplaats.com/api/v1/listing-mp-p/images/d3/d3089256-be7a-431b-b35b-3cc670c2e4b1?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220652550,53.258382870897,6.0461939627848,40.0,Verzenden,Vandaag,Verzenden,Heiko
m2220667572,"Super komplete set Pentax ME F, 3 lenzen, flitser","Super komplete set pentax me f, 3 lenzen, flitser maakt mooie foto’s(zie voorbeeldfoto’s) een prachtige set voor de analoge liefhe",https://images.marktplaats.com/api/v1/listing-mp-p/images/cb/cb80804f-c2e4-4f7d-bfbc-131f13597c2d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220667572,51.219017339909,5.7546841347938,150.0,Verzenden,Vandaag,Verzenden,mgs
m2220669676,Pentax ME body met 2 objectieven,"Pentax me body uit 1976-1979 (los € 50), inclusief 2 goede objectieven en een 2.0 Teleconverter: tokina sd 70-210mm f4.0-5.6 ",https://images.marktplaats.com/api/v1/listing-mp-p/images/aa/aa8571d1-a9b4-4864-89c4-d9f4b07481da?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220669676,52.141721061545,5.379313216053,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,The Photo Company
m2220667008,Nikon D3200 spiegelreflexcamera  Kit + Telelens,Nikon d3200 spiegelreflexcamera + telelens camera is weinig gebruikt en wordt geleverd met een standaard 18-55mm kitlens en 1 accu,https://images.marktplaats.com/api/v1/listing-mp-p/images/e1/e1f3773d-ffa3-4aae-95f8-aa042f89c0b0?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220667008,52.255806833217,5.5906980413311,200.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Salesman
m2220652383,Nikon F65,Analoog fotocamera van het merk nikon. Een f65. Beschermtasje zit erbij. Er moeten nieuwe batterijen in.,https://images.marktplaats.com/api/v1/listing-mp-p/images/4a/4acf319e-6538-4cce-b473-c808101ba008?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220652383,51.54651793301,4.7948238268403,75.0,Ophalen,Vandaag,Ophalen,Vanessa
m2220329361,Asahi Pentax ME   set,"Een aardige set van de asahi pentax me. Twee extra lenzen, twee filters (naast flitser), flitser en tas waar alles in past.",https://images.marktplaats.com/api/v1/listing-mp-p/images/ce/ce570c79-28ac-4f8a-a3e2-af35379ae18f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220329361,51.92450403188,5.7128211563538,400.0,Ophalen,Vandaag,Ophalen,wsm
m2220345297,Mamiya c220 met 80mm lens,De camera werkt goed. Pluspunt van deze camera is dat je makkelijk focust omdat het matglas zo helder is. Verder is de camera ook ,https://images.marktplaats.com/api/v1/listing-mp-p/images/df/df569068-1518-425e-b10a-389d6b6fcd59?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220345297,52.129484485211,5.1934699502817,300.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,tweedehandsboeken
m2220607700,Prachtige Mamiya 645 1000s fotocamera met 3 lenzen,"Prachtige mamiya 645, middenformaatcamera. Ontzettend veel mooie foto's mee geschoten ( kunstacademie behaald ;) maar nu is he",https://images.marktplaats.com/api/v1/listing-mp-p/images/eb/eb6be48e-074c-46de-b6d3-5ea87c748b76?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220607700,51.682304168494,5.3144049256764,0.0,Ophalen,Vandaag,Ophalen,Josephine
m2220552678,Mamiya 645 Pro TL set,Hierbij bied ik mijn mooie mamiya set aan. Mamiya 645 pro tl body mamiya 645 ae finder fk402 mamiya 645 120 rolfilm cassette mamiy,https://images.marktplaats.com/api/v1/listing-mp-p/images/77/77c461c6-7d0a-4141-8db8-16ff0200212a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220552678,52.280395551513,4.9546790922167,850.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,G.Broertjes
m2219608977,"Mamiya M645 1000s - Uitgebreide set! (45mm f/2.8, 80mm etc)","Ik verkoop mijn zeer uitgebreide set van de mamiya m645 1000s analoge medium format camera. Een echte parel, ik heb er jarenlang p",https://images.marktplaats.com/api/v1/listing-mp-p/images/0c/0c15369f-381d-4128-8e04-ffa6aea9540e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2219608977,51.8902136961,4.4671703548385,1200.0,Ophalen,Vandaag,Ophalen,Flo
m2220508465,Rollei 45 Prism Viewfinder Zoeker Rolleiflex 2.8GX 2.8F 2.8,Rollei 45 prism viewfinder zoeker rolleiflex 2.8Gx 2.8F 2.8 Nieuwstaat! Vaste prijs! Bij vragen kunt u altijd even berichten kijk ,https://images.marktplaats.com/api/v1/listing-mp-p/images/1e/1e5babe2-263f-4a54-b11b-18227c0dba5c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220508465,52.623247346877,4.7399505349611,695.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,HW
m2220323166,Rolleiflex wide,Wellicht de meest gewilde en bijzondere camera van rolleiflex.  Deze camera is klaar voor gebruik met kleine sporen van gebruik op,https://images.marktplaats.com/api/v1/listing-mp-p/images/87/874fe293-b6eb-44c0-9dbf-ac96aeb4ff9e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220323166,52.030106709774,4.1675251113581,3500.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,theanalogcamerastore
m2220323244,Rollei Rolleimat F,"In uitmuntende staat,  rollei rollermatic f in case zie foto's  vraag gerust",https://images.marktplaats.com/api/v1/listing-mp-p/images/7d/7d252e06-48f1-4d56-920a-7cdb1434b548?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220323244,51.95240970375,4.4677654776388,60.0,Verzenden,Vandaag,Verzenden,schouten/siebel
m2220558213,rollei b35,Zie foto's. Opruiming verzameling.,https://images.marktplaats.com/api/v1/listing-mp-p/images/91/9117639e-2845-45bb-b362-80c97346d98f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220558213,52.730251983275,6.8971892801248,0.0,Ophalen,Vandaag,Ophalen,Dirk
m2220508465,Rollei 45 Prism Viewfinder Zoeker Rolleiflex 2.8GX 2.8F 2.8,Rollei 45 prism viewfinder zoeker rolleiflex 2.8Gx 2.8F 2.8 Nieuwstaat! Vaste prijs! Bij vragen kunt u altijd even berichten kijk ,https://images.marktplaats.com/api/v1/listing-mp-p/images/1e/1e5babe2-263f-4a54-b11b-18227c0dba5c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220508465,52.623247346877,4.7399505349611,695.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,HW
m2220560679,Nikon FM2 + Nikon D100 + div lenzen,"Te koop/ruil aangeboden; - alles in 1 koop - - nikon fm2 als meest recent gebruikt, heel veel plezier van gehad maar vanwege tekor",https://images.marktplaats.com/api/v1/listing-mp-p/images/17/17f92763-9971-4914-a632-0bce5682b855?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220560679,52.041430227909,4.7199870718236,0.0,Ophalen,Vandaag,Ophalen,Hagen
m2220565728,Nikon L35AF analoge camera .,Nog zeer mooie en goede analoge nikon camera. Nikon l35af met lichtsterke lens. Met boekje en originele hoes en een uv filter welk,https://images.marktplaats.com/api/v1/listing-mp-p/images/2d/2dab6b7e-4c2f-4618-b9c9-96f7ba46bab1?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220565728,51.459480246966,3.562337796728,175.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,jaro
m2220543796,Nikon D3200 spiegelreflexcamera + Telelens,Nikon d3200 spiegelreflexcamera + telelens camera is weinig gebruikt en wordt geleverd met tas en een standaard 18-55mm kitlens en,https://images.marktplaats.com/api/v1/listing-mp-p/images/cd/cd6aae44-3afc-4de0-858c-33f72ee2e5a9?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220543796,52.255806833217,5.5906980413311,200.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Salesman
a1025276459,"FOTOHANDEL DELFSHAVEN koopt ook in: oa. Leica, Nikon, Contax",Fotohandel delfshaven is een unieke winkel gespecialiseerd in de betere analoge fotoapparatuur. Wij hebben altijd een enorm aanbod,https://mp.images.icas.io/api/v1/a6519ad0/images/d8/d8d5b40d-bbcf-436b-af6b-b6267fc56641?rule=eps_82.JPG,https://link.marktplaats.nl/a1025276459,52.01310729980469,4.360111236572266,0.0,Ophalen,Vandaag,Ophalen,Fotohandel Delfshaven
m2220471805,Nikon body - Nikon moterdrive - Nikon 50mm Pancake lens.,.. -Nikon fe body + nieuwe batt. -Nikon md-12 motordrive + nieuwe batt. -Nikon 50mm 1.8 Pancake objectief. -Nikon set verkeerd in ,https://images.marktplaats.com/api/v1/listing-mp-p/images/bb/bb04a3f0-5c7b-4a45-b47f-eebe3cff85b6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220471805,52.656950335724,4.8233568877883,0.0,Ophalen,Vandaag,Ophalen,Jordin
m2220383674,Nikon F2 met 50 en 135mm lens,Onverslijtbare klassieker deze nikon f2. Analoge liefhebbers weten wat ie kan. Werkt nog prima. Alles origineel. Wordt geleverd in,https://images.marktplaats.com/api/v1/listing-mp-p/images/b0/b0ba8910-679d-46c0-bfe1-1c457a810e0b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220383674,52.607766489942,4.7216196759934,200.0,Verzenden,Vandaag,Verzenden,Marc
m2220440930,2 winders van nikon,2 winders geen idee of ze werken helaas kan ik dat niet meer navragen,https://images.marktplaats.com/api/v1/listing-mp-p/images/97/97bb7e6c-0a63-44e6-bcc8-cd22c4aafe59?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220440930,52.255737337265,6.2216642451865,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,paula
m2220452928,Nikon F801-S analoge camera,"Vanwege het verkleinen van mijn camera verzameling bied ik een nikon f801-s analoge camera in een mooie, werkende staat aan. Er zi",https://images.marktplaats.com/api/v1/listing-mp-p/images/f9/f9e5486b-2966-4e3c-8bac-4e871b6bcc6c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220452928,52.090975820073,5.092542241623,75.0,Ophalen,Vandaag,Ophalen,Pieter
m2220522017,Nikon F50 analoge spiegelreflex,Spiegelreflex nikon f50 analoog. Inclusief 35-80 lens. Tas en gebruiksaanwijzing.,https://images.marktplaats.com/api/v1/listing-mp-p/images/d8/d836c07b-d484-49eb-9be0-ae15bca2d609?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220522017,52.025518994092,5.2406989771752,50.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,JB
m2220409036,film camera Nikon Nuvis mimi,"Nikon nuvis mimi, aps film camera van ongeveer 1996 nikonlens 25 mm 1:4 macro  verzendkosten koper. (Verzendkosten zijn nu iets ho",https://images.marktplaats.com/api/v1/listing-mp-p/images/bd/bdbfafc7-8590-4cad-b947-77a6c614cdd7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220409036,51.986748310853,4.5904825113282,10.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Hannie
m2220343025,Nikon f3 28mm lens flits adapter en dw-3 zoeker,Nikon f3 met verschillende accessoires: dw-3 waist level view finder as-4 flash unit coupler grip van cameradactyl (rood) 28mm len,https://images.marktplaats.com/api/v1/listing-mp-p/images/a9/a9103c03-f1ff-44e4-877d-c9dae50d33cd?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220343025,52.129484485211,5.1934699502817,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,tweedehandsboeken
m2220315367,Nikon F50 met AF Nikkor 28-80mm en 35-80mm (ongetest),Nikon f50 met af nikkor 28-80mm en 35-80mm (ongetest) totaal ongetest (geen batterijen voorhanden)  wordt geleverd als afgebeeld z,https://images.marktplaats.com/api/v1/listing-mp-p/images/e5/e53578ff-31c6-4803-b291-c4941ba88cbc?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220315367,50.971321178746,5.976863775125,39.99,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,WilQ
m2220375091,Nikon N2020,Amerikaans model n2020/ (als nikon f501) met 50 mm lens en 28 mm autofocus lens. Lees meer over deze camera op aperturepreview. Sh,https://images.marktplaats.com/api/v1/listing-mp-p/images/51/513061d4-a350-4633-a420-615dc8ce4bc3?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220375091,52.178265213924,6.2143352297642,100.0,Verzenden,Vandaag,Verzenden,Alphons Hesselmann
m2220479204,Nikon D70 S,Aangeboden nikon d70 s body lens tamron 17-50 mm 1:2.8 Uv filter zonnekap draagriem oplader telelens nikon lens af-s nikkor 70-300,https://fotohandeldelfshaven.b-cdn.net/wp-content/uploads/2024/02/52301.jpg,https://link.marktplaats.nl/m2220479204,51.520528758243,5.9723112382238,0.0,Ophalen,Vandaag,Ophalen,LP
m2220407383,"Nikon Coolpix S2700 - Compact, 16 MP, 6x Zoom, (Assen)",De nikon coolpix s2700 is een stijlvolle en slanke compactcamera met krachtige functies! Met 16 megapixels en een 6x optische zoom,https://images.marktplaats.com/api/v1/listing-mp-p/images/df/dfc96368-5568-42fc-adbf-d151d29a9e6d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2220407383,52.996766789498,6.5639518879118,99.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Foto-Groep Assen
